id,desc,answer_desc,result_desc
79,"Das Café nutzt in letzter Zeit eine neue Mahl-Maschine, aber die Mitarbeiter können nicht mit ihr umgehen.",Bitte Knospe sie zu reparieren. |Bitte Javelin sie zu reparieren.,"Knospe merkt, dass die Mahl-Maschine leicht stockt und deshalb seit zwei Stunden Probleme macht. Mit ihren magischen Kraft glättet sie das Maschinenteil, dass das Stottern verursacht hat und repariert die Maschine. |Javelin ist sehr beliebt. Alle Mitarbeiter und Kunden des Cafés freuen sich darauf mit ihr zu reden. Es interessiert deshalb niemanden, ob der Kaffee gut schmeckt, oder ob die Maschine repariert wird."
80,"Das Geisterhaus hält einen Wettkampf ab. Es soll gewählt werden, wer am Campus am wenigsten auffällt.",Wähle Reika. |Wähle Minos.,"Reika ist keine Schülerin des Geisterhauses, deshalb hat deine Wahl keinen Einfluss. |Weil derjenige mit den wenigsten Stimmen gewinnt, verliert Minos. Dir tut es sehr leid und du kaufst ihr einen Teufels Frucht Saft."
81,Während des Sportfestes an der Yume ist eine Athletin abwesend. Du musst deshalb vorübergehend ihren Platz bei einer Veranstaltung übernehmen.,Nimm am Sprint teil. |Nimm am Volleyball teil.,Beim Laufen trittst du auf eine Wolfsfoto und verknickst deinen Fuß. Du kannst das Rennen nicht beenden. | Du erhälst einen ordentlichen Schlag von Anastasia und wachst nach langem Koma wieder auf. Du kannst das Spiel nicht beenden.
82,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
83,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
84,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
85,"Bunny und Historia wetteifern darum, wer als erstes eine Belohnung aus der Kapselmaschine zieht. Letztendlich hat keiner von ihnen etwas bekommen.",,
86,"Du erhälst ein Geschenk von Esau. Du freust dich schon riesig, als sie noch einen Satz hinzufügt und zwar, dass sie hofft, dass du dieses Geschenk an ihre Schwester Jakob weitergeben kannst. Auf keinen Fall sollst du es heimlich öffnen.",,
87,"Sonya läd dich ein ihr neues Gericht zu probieren. Direkt nachdem du einen Bissen gekostet hast, fällst du in Ohnmacht. Als du wieder aufwachst erfährst du, dass dieses Gericht extra für die Schulmädchen, die schlecht schlafen, entwickelt wurde.",,
88,"Auf der Straße triffst du KongMing. Du hoffst, dass sie dir helfen kann, die verloren gegangen Items zu suchen. Aber KongMing scheint etwas wichtigeres vor zu haben. Nachdem sie dir ein paar einfache Hinweise gegeben hat, ist sie schon wieder verschwunden.",,
89,Die Einkaufsstraße ist heute sehr voll. Du gehst durch die Menge und siehst ein weißes paar Flügel.,Du streckst deine Hand aus und berührst die Flügel.|Du gehst an den Flügeln vorbei.,Die Flügelbesitzerin erschrickt sich und scheint ihre Fähigkeiten einzusetzen. Du verbrennst dir die Hand.|Phönix hat sich schon vor einer Weile verlaufen und ist sehr erfreut dich zu sehen. Sie umarmt dich und lässt dich sie zu ihren Lieblingsgeschäft bringen. Als Dankeschön schenkt sie dir eine ihrer Federn.
90,"Auf einem Fest schlägt Jemand vor, das Licht auszuschalten und ""Reise aus Jerusalem zu spielen""",Trete Anastasias Team bei.|Trete Iron Fists Team bei.,"Alle sagen, dass Anastasia eine besondere Wahrnehmung im Dunkeln hat und ihre Teilnahme an so einem Wettbewerb nicht fair ist, bis sie schließlich zurück tritt. Ihr könnt am Ende nur die Teilnahmebelohnungen erhalten. |Iron Fist schwenkt im Dunklen wirr ihren Arm und zerstört einen Stuhl nach dem anderen. Ein gegnerisches Team scheidet aus, weil es keine Stühle mehr gibt, die geklaut werden können. Am Ende gewinnt dein Team, aber die Organisatoren nehmen die Hälfte eures Gewinns, um die Stühle zu reparieren."
91,"Du willst unglaublich gern eine Zeitung kaufen, um zu erfahren, was in letzter Zeit auf dem Campus passiert ist.","Kaufe die ""Yume Nachrichten"" |Kaufe die ""100% Geheim""","Egal ob es das Interview nach dem letzten Sportwettkampf ist, oder das exklusiv Interview mit Anastasia, der Inhalt ist sehr offiziell und langweilig. Du merkst, dass du noch am liebsten die Kategorie ""Tägliche Witze"" in der Zeitung magst. |Der Inhalt sind nur ein paar altbekannte Gerüchte. Du widmest ihnen nur einen kurzen Blick und liest dann nicht genauer nach. Du läufst zur Bibliothek und suchst Librarian. Während ihr euch unterhaltet vergeht der Tag wie im Fluge."
92,Während des Sportfestes an der Yume ist eine Athletin abwesend. Du musst deshalb vorübergehend ihren Platz bei einer Veranstaltung übernehmen.,Nimm am Sprint teil. |Nimm am Volleyball teil.,Beim Laufen trittst du auf eine Wolfsfoto und verknickst deinen Fuß. Du kannst das Rennen nicht beenden. | Du erhälst einen ordentlichen Schlag von Anastasia und wachst nach langem Koma wieder auf. Du kannst das Spiel nicht beenden.
93,Himoto lädt dich ein ein Spiel mit ihr zu spielen. Du hast passenderweise gerade Zeit und nimmst an.,"Spiele ""Blackjack"". |Spiele ""Schach""","Himoto Hände sind nass. Nach einmaliger Benutzung der Karten kann man sie nicht wieder verwenden. |Ihr seid nicht ganz sicher mit den Regeln und braucht sehr lange für eine Runde. Eigentlich hattet ihr ausgemacht, nächtest mal weiter zu spielen aber das Schachbrett hat nach wenigen Tagen in Himotos Wasserblase angefangen zu schimmeln."
94,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
95,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
96,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
97,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
98,"Sonya läd dich ein ihr neues Gericht zu probieren. Direkt nachdem du einen Bissen gekostet hast, fällst du in Ohnmacht. Als du wieder aufwachst erfährst du, dass dieses Gericht extra für die Schulmädchen, die schlecht schlafen, entwickelt wurde.",,
99,"Auf der Straße triffst du KongMing. Du hoffst, dass sie dir helfen kann, die verloren gegangen Items zu suchen. Aber KongMing scheint etwas wichtigeres vor zu haben. Nachdem sie dir ein paar einfache Hinweise gegeben hat, ist sie schon wieder verschwunden.",,
100,"Du siehst, dass es neue Belohnungen in der Kapselmaschine gibt, aber du hast selber nicht mehr genug Ressourcen, um Kapseln zu ziehen. Um dieses Problem zu lösen, erledigst du deine Jobs noch fleißiger.",,
101,Du willst den Unterschied zwischen klarem und Schneeeis erfahren. Deshalb gehst du zu Fencer. Sie will es dir vorführen aber friert dich ausversehen ein.,,
102,Die Einkaufsstraße ist heute sehr voll. Du gehst durch die Menge und siehst ein weißes paar Flügel.,Du streckst deine Hand aus und berührst die Flügel.|Du gehst an den Flügeln vorbei.,Die Flügelbesitzerin erschrickt sich und scheint ihre Fähigkeiten einzusetzen. Du verbrennst dir die Hand.|Phönix hat sich schon vor einer Weile verlaufen und ist sehr erfreut dich zu sehen. Sie umarmt dich und lässt dich sie zu ihren Lieblingsgeschäft bringen. Als Dankeschön schenkt sie dir eine ihrer Federn.
103,"Auf einem Fest schlägt Jemand vor, das Licht auszuschalten und ""Reise aus Jerusalem zu spielen""",Trete Anastasias Team bei.|Trete Iron Fists Team bei.,"Alle sagen, dass Anastasia eine besondere Wahrnehmung im Dunkeln hat und ihre Teilnahme an so einem Wettbewerb nicht fair ist, bis sie schließlich zurück tritt. Ihr könnt am Ende nur die Teilnahmebelohnungen erhalten. |Iron Fist schwenkt im Dunklen wirr ihren Arm und zerstört einen Stuhl nach dem anderen. Ein gegnerisches Team scheidet aus, weil es keine Stühle mehr gibt, die geklaut werden können. Am Ende gewinnt dein Team, aber die Organisatoren nehmen die Hälfte eures Gewinns, um die Stühle zu reparieren."
104,Das Studentenwerk rekrutiert. KongMing vertraut dir diese Aufgabe an.,"Nutze die Radiostation des Campus, um die Nachricht zu verbreiten. |Lass die Nachrichtenagentur diese Nachrichten in den Schlagzeilen veröffentlichen.","Ein ""Monster"" kommt mir einer Waffe, um sich zu bewerben. Du gehst zur Cafeteria, kaufst ihre drei Truthahnbeine und schickst den ungebetenen Gast, der nur kämofen wollte, weg. |Gabriel lernt in letzter Zeit in neues Lied. Du wartest einen ganzen Vormittag doch es kommt niemand, um sich zu bewerben. Du gehst zum Markt und kaufst ein Brot zum Mittagessen. Es schmeckt der gut und kann deine Stimmung etwas aufheitern."
105,"Das Café nutzt in letzter Zeit eine neue Mahl-Maschine, aber die Mitarbeiter können nicht mit ihr umgehen.",Bitte Knospe sie zu reparieren. |Bitte Javelin sie zu reparieren.,"Knospe merkt, dass die Mahl-Maschine leicht stockt und deshalb seit zwei Stunden Probleme macht. Mit ihren magischen Kraft glättet sie das Maschinenteil, dass das Stottern verursacht hat und repariert die Maschine. |Javelin ist sehr beliebt. Alle Mitarbeiter und Kunden des Cafés freuen sich darauf mit ihr zu reden. Es interessiert deshalb niemanden, ob der Kaffee gut schmeckt, oder ob die Maschine repariert wird."
106,Draußen an deiner Wohnheimzimmertür klopft Jemand ungeduldig. Du wirs davon aus deinem Schlaf gerissen.,Öffne die Tür und schaue wer da ist. |Zieh dir die Decke über den Kopf und schlaf weiter.,"Du öffnest die Tür und siehst niemanden. Als du den Kopf senkst, merkst du, dass es Maskas Bruno ist. Du bringst ihn zu Maska zurück und sie schenkt dir aus Dankbarkeit einen blauen Keks. |Du kannst nicht schlafen und gehst schließlich zu Isabella in die Krankenstation. Sie gibt dir eine Box mit blauen Keksen, die gegen Schlaflosigkeit helfen sollen."
107,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
108,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
109,"Du triffst auf Feinde. Greifst du an? (Wenn du verlierst verlängert sich die Erkundungszeit. Wenn du dich vor der Herausforderung drückst, hast du keine Möglichkeit Belohnungen zu erhalten)",,"Dein Team besiegt die Feinde! |Obwohl ihr nicht gewonnen habt, kannst du sicher abziehen."
