id,desc,answer_desc,result_desc
92,"Pendant le Festival Sportif de Yume, une athlète doit s'absenter et vous demande de participer temporairement à sa place à une des épreuves.",Participer à la course. |Participer au match de volley-ball.,"Vous marchez sur la queue d'un renard sur la piste et vous vous tordez le pied, par conséquent il vous est impossible de terminer la course. | Vous recevez un smash de Ithil de plein fouet et vous vous réveillez d'un coma longtemps après sans avoir pu terminer le match."
93,"Himoto vous invite à jouer à des jeux avec elle, ayant du temps libre vous acceptez.",Jouer au Blackjack. |Jouer au jeu de Go.,"Les mains d'Himoto sont mouillées et les cartes à jouer ne peuvent plus être utilisées après avoir été utilisées une fois. | Vous n'êtes pas très familier avec les règles. Il a fallu beaucoup de temps pour terminer le jeu. Vous aviez convenu de jouer aux échecs la prochaine fois, mais l'échiquier en bois a été placé dans la bulle d'eau d'Himoto, par conséquent il a moisi en quelques jours rendant toute partie impossible."
94,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
95,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
96,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
97,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
98,"Sonya vous invite à essayer le nouveau plat qu'elle a préparé. Vous vous évanouissez juste après avoir mangé une bouchée. Lorsque vous vous réveillez, elle vous annonce que ce nouveau plat a été spécialement développé pour les étudiantes qui souffrent souvent d'insomnie.",,
99,"Vous rencontrez Kong Ming sur la route et l'invitez à venir chercher avec vous un objet que vous avez perdu. Kong Ming semble cependant avoir des choses plus importantes à faire, elle vous donne juste un conseil et s'en va.",,
100,Vous remarquez que la machine à capsules a ajouté de nouveaulles récompenses cependant vous n'avez pas des ressources nécessaires pour tirer des capsules. Pour remédier à ce problème vous décidez de travailler plus durement.,,
101,"En voulant comprendre la différence entre la glace et la neige, vous demandez de l'aide à Fencer. Cette dernière vous gèle accidentellement en essayant de vous expliquer.",,
102,"La rue commerçant dans laquelle vous vous trouvez est bondée de monde, en avançant dans la foule vous vous retrouvez derrière une paire d'ailes blanches.",Tendre la main pour toucher les plumes. |Se décaler sur le côté pour les éviter.,"La propriétaire en sentant que quelqu'un touche ses plumes prend peur et utilise insconsciemment son pouvoir, votre main est alors brûlée. |C'est Phénix, elle semble être perdue depuis un moment, en vous voyant elle est très heureuse. Vous l'aider à aller dans son magasin préféré et en retour elle vous offre une de ses plumes."
103,"Lors d'un banquet, quelqu'un a proposé d'éteindre les lumières et de jouer aux chaises musicales.",Jouer avec le groupe d'Ithil. |Jouer avec le groupe d'Iron Fist.,Tout le monde se plaint des capacités spéciales d'Ithil et que ce n'est pas juste qu'elle y participe. Ithil se retire de la partie. Même sans Ithil dans la partie vous ne gagnez que le prix de participation. |Iron Fist prend peur dans le noir et commence à agiter son bras mécanique dans tous les sens cassant plus de la motié des chaises. Vous obtenez un bon résultat et un bon prix mais l'organisateur déduit plus de la moitié des prix pour la réparation des chaises.
104,"L'Union Étudiante souhaite s'aggrandir, Kong Ming vous donne la reponsabilité de cette mission.",Utiliser la radio du Campus pour publier des annonces de recrutement. | Laisser l'agence de presse en faire la une des journaux demain.,"Une 「Bête」aux longs poils gris s'est présentée suite à la diffusion de votre annonce. Vous achetez trois dindes à la cafétéria pour les lui donner afin qu'elle repart d'où elle vient car elle ne veut que se battre. |Gabriel s'étant entrainée à la harpe pour apprendre de nouveaux morceaux a oublié de publier votre annonce. Vous avez attendu que quelqu'un se présente pendant toute une matinée dans le vide. Sur le chemin pour vous rendre à l'agence, vous achetez un morceau de pain pour le déjeuner qui servira également à vous réconforter."
105,"Le café a récemment renouvelé son moulin à café, cependant le personnel l'utilise de la mauvaise manière et produit du mauvais café.",Demander à Elfe Bourgeon de réparer le moulin. | Demander à Javelin de réparer le moulin.,"Elfe Bourgeon constate que le broyeur est encombré, pour cette raison il a broyé avec difficulté pendant deux heures. Il semble que la partie du moulin qui a provoqué la stagnation a été lissée par l'étrange force d'Elfe Bourgeon et c'est ainsi que le moulin peut à nouveau fonctionner normalement. | Javelin étant très populaire, le personnel et les clients du café se précipitent vers elle pour lui parler. Personne ne se soucie de savoir si le café est délicieux ou non et naturellement personne ne se soucie de savoir si le moulin est réparé."
106,Quelqu'un tape à votre porte rapidement et vous a réveillé.,Ouvrir la porte et voir qui frappe. | Couvrir vos oreilles avec votre couette et continuer à dormir.,"Vous ouvrez la porte et vous découvrez qu'il n'y a personne à la porte. En baissant les yeux, vous réalisez que c'était Bruno, le chien de Psychic. Vous le lui ramenez, cette dernière est très reconnaissante et vous donne une boîte de biscuits spiritueux. |Vous ne pouvez pas dormir, vous ne trouvez plus le sommeil. Vous vous rendez au cabinet médical voir Isabelle, cette dernière vous donne une boîte de biscuits spiritueux en disant qu'en manger pouvait soigner l'insomnie."
107,"Votre équipe d'exploration a rencontré un groupe d'ennemis mystérieux. Vous battez-vous contre elles? (L'échec au combat augmentera le temps d'exploration, et éviter la guerre n'aura aucune récompense ou punition)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
108,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
109,"Vous avez rencontré des ennemis. (L'échec augmentera le temps d'exploration, et éviter n'aura aucune récompense)",,"Vous avez déjà vaincu les ennemis! | Échoué, mais vous avez réussi à vous enfuir."
